pharmacy,name,price,link
Apollo,Acebel MR Tablet,79.0,https://www.apollopharmacy.in/medicine/acebel-mr-tab-10-s?srsltid=AfmBOooIaygQ-4bRZ2o_73AAArFxSnX2Ux3TPYaIY_3JM8EH0DvR2IkC
